name,category,traffic_light,fructans,gos,fructose,lactose,sorbitol,mannitol,safe_amount
Green bell pepper,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Green peas canned),Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53g
Jicama,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Karela,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15g
Kimchi,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,47g
Leek bulb),Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14g
Leek leaves only),Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Lotus root frozen),Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Marjoram,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Okra,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70g
Pickled artichokes,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13g
Pickled beetroot,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Portobello mushrooms,Vegetables,Amber,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9g
Red cabbage,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23g
Sauerkraut,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40g
Savoy cabbage,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40g
Snow peas,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,75g
Squash,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,75g
Sugar snap peas,Vegetables,Amber,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14g
Sweet potato,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Taro,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Thawed peas,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15g
Tomatillo raw),Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Turnip,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Wakame flakes,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9g
Wombok,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75g
Zucchini,Vegetables,Amber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67g
Alfalfa,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Arugula/rocket,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Baby spinach,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Bean sprouts,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Black pitted olives,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Canned baby corn,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Canned bamboo shoots,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Canned champignon mushrooms,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Canned tomato,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Carrot,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Cherry tomato,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Choy sum,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Chrysanthemum,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Collard greens,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Drained canned tomatillo,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Endish spinach,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Fresh bamboo shoots,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Galangal,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Gherkins in vinegar,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Ginger root,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Green chili,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Green pitted olives,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Heart of palms canned,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Kale,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Lettuce,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Oyster mushrooms,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Parsnip,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Pickled jalapeño,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Potato dumplings,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Red bell pepper,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Roma tomato,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Spring onion/shallots green tops only),Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Swiss chard,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Tomato,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Water chestnuts,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
White potato peeled,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Yam,Vegetables,Green,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Any
Ancho chili,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Cauliflower,Vegetables,Red,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,None
Dried lotus root,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Dried shiitake mushroom,Vegetables,Red,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,None
Garlic,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Pickled onions,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Shallot onion,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Spanish onion,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
Spring onion/scallion bulb),Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
White onion,Vegetables,Red,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None
